threshold_base,threshold_recommended,FN_base,FN_recommended,FP_base,FP_recommended,Sensitivity_base,Sensitivity_recommended,Specificity_base,Specificity_recommended
0.5,0.3,12,1,2,10,0.5555555555555556,0.9629629629629629,0.9636363636363636,0.8181818181818182
