Threshold,Sensitivity,Specificity,PPV,NPV,Balanced_Accuracy,F1_score,TN,FP,FN,TP
0.3,0.9629629629629629,0.8181818181818182,0.7222222222222222,0.9782608695652174,0.8905723905723906,0.8253968253968254,45.0,10.0,1.0,26.0
