phenotype,z_risk_death_mean,z_risk_death_std,z_risk_death_median,z_risk_death_min,z_risk_death_max,z_risk_hosp_mean,z_risk_hosp_std,z_risk_hosp_median,z_risk_hosp_min,z_risk_hosp_max,z_risk_adr_mean,z_risk_adr_std,z_risk_adr_median,z_risk_adr_min,z_risk_adr_max,z_fi_lab_mean,z_fi_lab_std,z_fi_lab_median,z_fi_lab_min,z_fi_lab_max
0,-0.2177822690625,0.2040148325761635,-0.26319841050000004,-0.472713419,1.300382461,-0.4332029696654412,0.7995973500339619,-0.3417252235,-3.359771961,1.164006937,0.12451241046323529,0.9737453029698252,0.1194566825,-2.710352727,3.248937427,-0.36486177138235293,0.7483133039932676,-0.134671992,-2.212695617,2.332981062
1,0.4420655014328358,1.6352166824037861,-0.2345478925,-0.37683485,9.672627348,0.879337371216418,0.76618541257776,0.898854834,-1.476218973,2.978628653,-0.2527416092835821,1.0122061048988666,-0.320261615,-2.488748067,2.056959083,0.7406149392164179,1.0424710628116174,0.570371738,-0.795861328,3.910052563
